"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Amazon.Rating","Deliciousness.Rating"
"1273","Patric","Signature Blend",636,2011,"70%","U.S.A.",3.75,"Blend"," ",5,0
"1274","Patric","Madagascar",331,2009,"75%","U.S.A.",4,"Trinitario","Madagascar",1,1
"1275","Patric","Madagascar",439,2009,"67%","U.S.A.",3.5,"Trinitario","Madagascar",1,1
"1276","Patric","Rio Caribe, Paria Penninsula",439,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela",4,1
"1277","Patric","Madagascar",196,2007,"70%","U.S.A.",4,"Trinitario","Madagascar",5,-1
"1278","Patric","Piura, Choc. Garage Exclusive",1034,2013,"67%","U.S.A.",4," ","Peru",-1,1
"1279","Paul Young","Madagascar, w/ shell",1271,2014,"73%","U.K.",2.25,"Trinitario","Madagascar",2,1
"1280","Paul Young","Madagascar, w/ shell",1271,2014,"64%","U.K.",2.75,"Trinitario","Madagascar",0,-1
"1281","Peppalo","Dominican Republic",1454,2015,"82%","U.S.A.",3," ","Dominican Republic",1,-1
"1282","Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,"70%","Belgium",3.25,"Forastero","Cameroon",4,0
"1283","Pierre Marcolini","Chuao",478,2010,"75%","Belgium",3,"Criollo","Venezuela",-1,-1
"1284","Pierre Marcolini","Trinite",478,2010,"75%","Belgium",3.25,"Trinitario","Trinidad",4,-1
"1285","Pierre Marcolini","Baracoa, Cuba",516,2010,"78%","Belgium",3.75,"Criollo, Forastero","Cuba",2,1
"1286","Pierre Marcolini","Peru, Las Pampas P.",531,2010,"85%","Belgium",3,"Criollo","Peru",-1,1
"1287","Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,"72%","Belgium",3,"Forastero","Brazil",0,0
"1288","Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,"72%","Belgium",3,"Criollo","Mexico",1,-1
"1289","Pierre Marcolini","Cabosse",111,2007,"70%","Belgium",4,"Blend","Venezuela, Java",2,0
"1290","Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,"72%","Belgium",3.75,"Forastero (Nacional)","Ecuador",5,0
"1291","Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,"72%","Belgium",4,"Trinitario","Madagascar",0,0
"1292","Pierre Marcolini","Fleur de Cacao",166,2007,"85%","Belgium",3.5,"Blend","Venezuela/ Ghana",1,-1
"1293","Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,"72%","Belgium",4,"Criollo","Mexico",-1,0
"1294","Pierre Marcolini","Kendem Lembu, Java",93,2006,"72%","Belgium",3,"Criollo","Indonesia",-1,-1
"1295","Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,"72%","Belgium",4,"Criollo","Venezuela",0,1
"1296","Pinellas","Wampusirpi Region",1772,2016,"80%","U.S.A.",2.5," ","Honduras",3,1
"1297","Pitch Dark","Tenor",1506,2015,"62%","U.S.A.",2.5," ","Nicaragua",5,1
"1298","Pitch Dark","Johe",1506,2015,"80%","U.S.A.",2.75," ","Nicaragua",1,1
"1299","Pitch Dark","Chuno",1510,2015,"80%","U.S.A.",2.75,"Criollo, Trinitario","Nicaragua",0,-1
"1300","Pitch Dark","Nicalizo",1510,2015,"80%","U.S.A.",2.75,"Trinitario","Nicaragua",4,1
"1301","Pitch Dark","Rugoso",1510,2015,"80%","U.S.A.",3.25," ","Nicaragua",2,0
"1302","Pitch Dark","Akesson Estate",1311,2014,"73%","U.S.A.",3.25,"Trinitario","Madagascar",-1,0
"1303","Pitch Dark","Namau Village",1315,2014,"73%","U.S.A.",2.5,"Trinitario","Fiji",0,-1
"1304","Pitch Dark","Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,"73%","U.S.A.",3.25," ","Ecuador",5,0
"1305","Pitch Dark","Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,"73%","U.S.A.",3.5," ","Ecuador",5,1
"1306","Pomm (aka Dead Dog)","La Red, 2011",829,2012,"76%","U.S.A.",2.5," ","Dominican Republic",4,-1
"1307","Pomm (aka Dead Dog)","Peru",829,2012,"82%","U.S.A.",2.75,"Criollo","Peru",2,0
"1308","Potomac","Oko Caribe, Duarte Province, 2016 H.",1820,2016,"70%","U.S.A.",3.75," ","Domincan Republic",5,-1
"1309","Potomac","Cuyagua, 2013",1387,2014,"70%","U.S.A.",3.75," ","Venezuela",3,1
"1310","Potomac","Upala w/ nibs",647,2011,"70%","U.S.A.",3.5,"Matina","Costa Rica",0,-1
"1311","Potomac","Upala, Batch 18",654,2011,"70%","U.S.A.",3,"Matina","Costa Rica",4,-1
"1312","Potomac","San Martin, Amazonian Highlands",789,2011,"70%","U.S.A.",2.75," ","Peru",1,0
"1313","Potomac","Bahia",789,2011,"70%","U.S.A.",3.5," ","Brazil",3,1
"1314","Potomac","Upala, Batch 12",607,2010,"82%","U.S.A.",3.75,"Matina","Costa Rica",2,-1
"1315","Pralus","Peru",1446,2015,"75%","France",3.25," ","Peru",2,1
"1316","Pralus","Porcelana, S. of Lake Maracaibo",717,2011,"75%","France",3.25,"Criollo (Porcelana)","Venezuela",3,-1
"1317","Pralus","Chuao",486,2010,"75%","France",3.5,"Trinitario","Venezuela",-1,1
"1318","Pralus","Cuyagua",451,2009,"75%","France",2," ","Venezuela",-1,1
"1319","Pralus","Papouasie",199,2008,"75%","France",3,"Trinitario","Papua New Guinea",4,1
"1320","Pralus","Sambirano Valley, Le 100%",202,2008,"100%","France",3,"Criollo","Madagascar",3,0
"1321","Pralus","Dominican Republic-Organic",280,2008,"75%","France",2," ","Dominican Republic",3,-1
"1322","Pralus","Monte Alegre, Diego Badero",280,2008,"75%","France",3.5," ","Brazil",-1,0
"1323","Pralus","Claudio Corallo w/ nibs",162,2007,"75%","France",4,"Forastero","Sao Tome",-1,1
"1324","Pralus","Monte Alegre (Itacare), Brazil",105,2006,"75%","France",3,"Forastero","Brazil",0,0
"1325","Pralus","Tanzania",105,2006,"75%","France",3.5,"Criollo","Tanzania",3,0
"1326","Pralus","Sao Tome & Principe",5,2006,"75%","France",3.5,"Forastero","Sao Tome & Principe",5,1
"1327","Pralus","Trinidad",5,2006,"75%","France",3.5,"Trinitario","Trinidad",3,1
"1328","Pralus","Madagascar, Nosy Be Isle.",5,2006,"75%","France",3.75,"Criollo","Madagascar",4,0
"1329","Pralus","Java, Indonesie",32,2006,"75%","France",3.5,"Criollo","Indonesia",3,0
"1330","Pralus","Barlovento, Venezuela",32,2006,"75%","France",3.5,"Trinitario","Venezuela",0,1
"1331","Pralus","Jamaique",32,2006,"75%","France",4,"Trinitario","Jamaica",3,0
"1332","Pralus","Equateur",40,2006,"75%","France",3,"Trinitario","Ecuador",1,1
"1333","Pralus","Vanuatu",40,2006,"75%","France",3,"Trinitario","Vanuatu",2,-1
"1334","Pralus","Ghana",40,2006,"75%","France",3.25,"Forastero","Ghana",2,0
"1335","Pralus","Colombie",40,2006,"75%","France",3.5,"Trinitario","Colombia",-1,1
"1336","Pralus","Fortissima",93,2006,"80%","France",4,"Criollo, Trinitario","Ecuador",-1,-1
"1337","Pralus","Cuba",99,2006,"75%","France",3,"Trinitario","Cuba",5,1
"1338","Pralus","Caracas, Venezuela and Ghana",99,2006,"75%","France",3,"Trinitario, Forastero","Venezuela, Ghana",5,1
"1339","Pralus","Djakarta, Java and Ghana",99,2006,"75%","France",3.5,"Criollo, Forastero","Indonesia, Ghana",0,-1
"1340","Pump Street Bakery","Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,"77%","U.K.",3.5," ","Ecuador",5,-1
"1341","Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,"70%","U.K.",3.5,"Trinitario","Grenada",1,-1
"1342","Pump Street Bakery","Akesson's, batch 4411",1530,2015,"74%","U.K.",3.5,"Criollo","Madagascar",4,-1
"1343","Pump Street Bakery","Honduras",1688,2015,"80%","U.K.",2.75," ","Honduras",4,1
"1344","Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,"75%","U.K.",2.75,"Trinitario","Venezuela",-1,0
"1345","Pump Street Bakery","Guantupi River",1223,2014,"75%","U.K.",3,"Forastero (Nacional)","Ecuador",0,-1
"1346","Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,"72%","U.K.",3.25,"Trinitario","Madagascar",4,-1
"1347","Pump Street Bakery","Guantupi River",1227,2014,"85%","U.K.",2.75,"Forastero (Nacional)","Ecuador",0,0
"1348","Pura Delizia","Venezuela",931,2012,"73%","Italy",2.75," ","Venezuela",3,0
"1349","Q Chocolate","Brazil",1057,2013,"75%","Brazil",3.25," ","Brazil",3,-1
"1350","Q Chocolate","Brazil",1057,2013,"85%","Brazil",3.5," ","Brazil",5,0
"1351","Q Chocolate","Brazil",1069,2013,"55%","Brazil",2.75," ","Brazil",0,-1
"1352","Q Chocolate","Brazil",1069,2013,"80%","Brazil",3.25," ","Brazil",3,1
"1353","Q Chocolate","Brazil",935,2012,"60%","Brazil",3," ","Brazil",5,1
"1354","Q Chocolate","Brazil",935,2012,"65%","Brazil",3.25," ","Brazil",1,-1
"1355","Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,"70%","Mexico",2.75,"Criollo","Mexico",2,-1
"1356","Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,"74%","Mexico",3,"Trinitario","Mexico",1,0
"1357","Raaka","Amazon Basin Blend",1788,2016,"70%","U.S.A.",3," ","Peru(SMartin,Pangoa,nacional)",3,-1
"1358","Raaka","Virunga",1708,2015,"75%","U.S.A.",2.75,"Forastero","Congo",2,0
"1359","Raaka","Madagascar",959,2012,"75%","U.S.A.",3.25,"Trinitario","Madagascar",2,1
"1360","Raaka","La Red",785,2011,"85%","U.S.A.",3.5," ","Dominican Republic",0,1
"1361","Rain Republic","Suchitepequez E.",470,2010,"70%","Guatemala",2.75," ","Guatemala",2,1
"1362","Rancho San Jacinto","Ecuador",565,2010,"75%","Eucador",3,"Forastero(Arriba, CCN)","Ecuador",1,-1
"1363","Ranger","San Martin, Batch 2",1558,2015,"70%","U.S.A.",2.5," ","Peru",0,1
"1364","Ranger","Chulucanas, Batch 1",1562,2015,"80%","U.S.A.",3.25," ","Peru",4,-1
"1365","Ranger","Tumbes, Batch 2",1562,2015,"73%","U.S.A.",3.5,"Criollo","Peru",3,1
"1366","Raoul Boulanger","Piura",1872,2016,"75%","France",3.25,"Criollo","Peru",3,0
"1367","Raw Cocoa","Raw",867,2012,"70%","Poland",2.5,"Criollo"," ",5,1
"1368","Republica del Cacao (aka Confecta)","Esmeraldas",494,2010,"75%","Ecuador",3.25," ","Ecuador",0,0
"1369","Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,"75%","Ecuador",2.5,"Forastero (Arriba)","Ecuador",0,-1
"1370","Republica del Cacao (aka Confecta)","Manabi",147,2007,"75%","Ecuador",3,"Forastero (Arriba)","Ecuador",3,1
"1371","Republica del Cacao (aka Confecta)","El Oro",147,2007,"67%","Ecuador",3.5,"Forastero (Arriba)","Ecuador",5,-1
"1372","Republica del Cacao (aka Confecta)","Los Rios",170,2007,"75%","Ecuador",3.75,"Forastero (Arriba)","Ecuador",1,1
"1373","Ritual","Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,"75%","U.S.A.",3.75," ","Ecuador",0,0
"1374","Ritual","Camino Verde P., Balao, Guayas, 2014",1466,2015,"85%","U.S.A.",3.5," ","Ecuador",0,1
"1375","Ritual","Mid Mountain, 2014",1466,2015,"70%","U.S.A.",3.5,"Blend"," ",3,0
"1376","Ritual","Toledo District, Maya",1089,2013,"75%","U.S.A.",3.75,"Trinitario","Belize",0,1
"1377","Ritual","Maranon, Cajamarca",1181,2013,"75%","U.S.A.",3,"Forastero (Nacional)","Peru",1,-1
"1378","Ritual","Sambirano",891,2012,"75%","U.S.A.",4,"Trinitario","Madagascar",4,0
"1379","Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,"75%","U.S.A.",3.25,"Nacional (Arriba)","Ecuador",2,1
"1380","Ritual","Gran Couva",979,2012,"75%","U.S.A.",3.5,"Trinitario","Trinidad",-1,1
"1381","Ritual","Costa Rica",745,2011,"75%","U.S.A.",3.5," ","Costa Rica",0,-1
"1382","Roasting Masters","La Dorado, light roast",1844,2016,"70%","South Korea",3.25," ","Costa Rica",0,0
"1383","Roasting Masters","Tapanti, light roast",1844,2016,"70%","South Korea",3.25," ","Costa Rica",4,-1
"1384","Roasting Masters","Maleku",1844,2016,"70%","South Korea",3.25," ","Costa Rica",4,-1
"1385","Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,"75%","Madagascar",3.25,"Trinitario","Madagascar",1,1
"1386","Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,"68%","Madagascar",3.25,"Trinitario","Madagascar",4,1
"1387","Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,"66%","U.K.",3.5,"Trinitario","Grenada",1,1
"1388","Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,"75%","U.S.A.",3.75," ","Honduras",5,-1
"1389","Rogue","Caranero, Choc. Garage Exclusive",1446,2015,"70%","U.S.A.",3.75," ","Venezuela",4,1
"1390","Rogue","Tranquilidad, Batch 1",1566,2015,"75%","U.S.A.",3.25," ","Bolivia",5,1
"1391","Rogue","Porcelana",1209,2014,"80%","U.S.A.",3.75,"Criollo","Venezuela",-1,0
"1392","Rogue","Akessons Estate, Sambirano, 2013",1038,2013,"70%","U.S.A.",3.5,"Trinitario","Madagascar",3,0
"1393","Rogue","Hispaniola, 2013",1081,2013,"70%","U.S.A.",3.5," ","Dominican Republic",4,0
"1394","Rogue","Silvestre, Batch 7, 2013",1081,2013,"75%","U.S.A.",4," ","Bolivia",0,1
"1395","Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,"75%","U.S.A.",3.75,"Trinitario","Jamaica",2,-1
"1396","Rogue","Camino Verde P., Balao, Guayas",979,2012,"75%","U.S.A.",3.75,"Nacional (Arriba)","Ecuador",-1,1
"1397","Rogue","Silvestre, Batch 1, 2011",793,2011,"75%","U.S.A.",3,"Criollo","Bolivia",4,-1
"1398","Rogue","Piura",565,2010,"75%","U.S.A.",3.75," ","Peru",3,1
"1399","Rogue","Rio Caribe",327,2009,"70%","U.S.A.",3.5,"Trinitario","Venezuela",4,-1
"1400","Rogue","Hispaniola, 2008",213,2008,"70%","U.S.A.",2.75," ","Dominican Republic",-1,0
"1401","Rogue","Jamaica",213,2008,"70%","U.S.A.",2.75,"Trinitario","Jamaica",4,-1
"1402","Rogue","Sambirano, 2008",213,2008,"70%","U.S.A.",2.75,"Trinitario","Madagascar",4,-1
"1403","Rogue","Trinidad",213,2008,"70%","U.S.A.",3,"Trinitario","Trinidad",1,1
"1404","Rozsavolgyi","Sur del Lago",809,2012,"84%","Hungary",2.5," ","Venezuela",1,1
"1405","Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,"76%","Hungary",2.25,"Trinitario","Venezuela",0,1
"1406","Rozsavolgyi","Sambirano, Akesson Estate",871,2012,"72%","Hungary",2.5,"Trinitario","Madagascar",3,1
"1407","Rozsavolgyi","Carenero Superior",713,2011,"73%","Hungary",3.5,"Criollo","Venezuela",3,1
"1408","Rozsavolgyi","Porcelana",717,2011,"71%","Hungary",2.5," ","Venezuela",3,-1
"1409","Rozsavolgyi","Aragua, Trincheras",717,2011,"70%","Hungary",3.5," ","Venezuela",4,0
"1410","Rozsavolgyi","Principe",765,2011,"77%","Hungary",2.75,"Forastero","Principe",2,0
"1411","S.A.I.D.","Malgascio",607,2010,"64%","Italy",3.5,"Trinitario","Madagascar",0,-1
"1412","S.A.I.D.","100 percent",615,2010,"100%","Italy",1.5," "," ",4,1
"1413","S.A.I.D.","Samana",615,2010,"70%","Italy",3," ","Dominican Republic",1,-1
"1414","S.A.I.D.","Arawak",615,2010,"72%","Italy",3.5," ","Carribean",3,-1
"1415","S.A.I.D.","Latino",615,2010,"72%","Italy",3.5," "," ",2,0
"1416","Sacred","Midnight",813,2012,"83%","U.S.A.",2.75," ","Central and S. America",2,1
"1417","Sacred","Twilight",813,2012,"69%","U.S.A.",3.25," ","Central and S. America",2,1
"1418","Salgado","Bahia Superior",288,2008,"70%","Argentina",3.5,"Forastero","Brazil",4,0
"1419","Salgado","Esmeraldas",288,2008,"70%","Argentina",3.5,"Forastero (Nacional)","Ecuador",5,1
"1420","Salgado","Carenero Superior",288,2008,"70%","Argentina",3.5,"Trinitario","Venezuela",0,0
"1421","Salgado","Rio Arriba",292,2008,"70%","Argentina",3.5,"Forastero (Arriba) ASSS","Ecuador",-1,-1
"1422","Santander (Compania Nacional)","Colombian 2008",404,2009,"75%","Colombia",2.75,"Forastero (Nacional)","Colombia",0,1
"1423","Santander (Compania Nacional)","Colombian w/ nibs",414,2009,"70%","Colombia",3,"Forastero (Nacional)","Colombia",4,0
"1424","Santander (Compania Nacional)","Colombian Semi Dark",32,2006,"53%","Colombia",2,"Forastero (Nacional)","Colombia",1,-1
"1425","Santander (Compania Nacional)","Colombian",32,2006,"65%","Colombia",3,"Forastero (Nacional)","Colombia",-1,1
"1426","Santander (Compania Nacional)","Colombian Dark",32,2006,"70%","Colombia",4,"Forastero (Nacional)","Colombia",2,-1
"1427","Santome","Sao Tome",761,2011,"70%","France",2.75,"Forastero","Sao Tome",2,1
"1428","Scharffen Berger","San Juan de Cheni",959,2012,"78%","U.S.A.",4," ","Peru",1,0
"1429","Scharffen Berger","Markham Valley",781,2011,"68%","U.S.A.",3.75," ","Papua New Guinea",1,-1
"1430","Scharffen Berger","Camahogne",464,2010,"68%","U.S.A.",3.5,"Trinitario","Grenada",1,0
"1431","Scharffen Berger","Amina",464,2010,"65%","U.S.A.",3.75,"Trinitario, Criollo","Madagascar",2,0
"1432","Scharffen Berger","Tome Acu",336,2009,"68%","U.S.A.",3.75," ","Brazil",1,0
"1433","Scharffen Berger","Asante",336,2009,"65%","U.S.A.",4,"Forastero","Ghana",1,-1
"1434","Scharffen Berger","Ben Tre",445,2009,"72%","U.S.A.",3.75,"Trinitario","Vietnam",-1,-1
"1435","Scharffen Berger","Finisterra",227,2008,"72%","U.S.A.",3,"Blend","Ven., Trinidad, Mad.",3,0
"1436","Scharffen Berger","Las Islas",117,2007,"72%","U.S.A.",3,"Blend","Carribean(DR/Jam/Tri)",-1,0
"1437","Scharffen Berger","Nibby",135,2007,"62%","U.S.A.",3," "," ",0,1
"1438","Scharffen Berger","Cuyagua",135,2007,"75%","U.S.A.",3.75," ","Venezuela",4,1
"1439","Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,"75%","U.S.A.",3,"Blend","Carribean",0,-1
"1440","Scharffen Berger","Extra Dark",15,2006,"82%","U.S.A.",2," "," ",4,0
"1441","Scharffen Berger","Bittersweet",15,2006,"70%","U.S.A.",3.5,"Blend"," ",3,0
"1442","Scharffen Berger","Kumasi Sambirano",40,2006,"68%","U.S.A.",2,"Blend","Ghana & Madagascar",5,1
"1443","Scharffen Berger","Jamaica a l'ancienne",56,2006,"70%","U.S.A.",2,"Trinitario","Jamaica",3,-1
"1444","Scharffen Berger","Semisweet",56,2006,"62%","U.S.A.",3,"Blend"," ",5,0
"1445","Seaforth","Dominican Republic",1658,2015,"70%","U.K.",2.75," ","Domincan Republic",0,1
"1446","Seaforth","Grenada",1658,2015,"70%","U.K.",2.75," ","Grenada",4,0
"1447","Shark Mountain","Jamaica",1450,2015,"72%","U.S.A.",3.25,"Trinitario","Jamaica",1,0
"1448","Shark Mountain","Papua New Guinea",1450,2015,"73%","U.S.A.",3.5,"Forastero","Papua New Guinea",4,1
"1449","Shark Mountain","Cuyagua",1466,2015,"77%","U.S.A.",2.75,"Criollo","Venezuela",-1,1
"1450","Shark Mountain","ROIG",1466,2015,"74%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic",1,1
"1451","Shark Mountain","Ecuador",1335,2014,"75%","U.S.A.",3,"Trinitario","Ecuador",2,-1
"1452","Shark Mountain","Belize, 2013",1335,2014,"72%","U.S.A.",3.25,"Criollo, Trinitario","Belize",1,0
"1453","Shark's","Hilo",713,2011,"73%","U.S.A.",2," ","Hawaii",2,-1
"1454","Shark's","Hilo, w/ added cocoa butter",721,2011,"73%","U.S.A.",2.5," ","Hawaii",2,0
"1455","Shattel","Tingo Maria",1884,2016,"70%","Peru",3.25," ","Peru",5,0
"1456","Shattell","Porcelana",757,2011,"75%","Peru",3.5,"Criollo","Peru",5,-1
"1457","Sibu","Oro",1586,2015,"82%","Costa Rica",3.25," ","Costa Rica",2,-1
"1458","Sibu","Oscuro",1586,2015,"70%","Costa Rica",3.5," ","Costa Rica",3,1
"1459","Sibu Sura","Peru",911,2012,"70%","U.S.A.",2.5," ","Peru",0,0
"1460","Silvio Bessone","Maya Belize",717,2011,"67%","Italy",3,"Criollo","Belize",0,0
"1461","Silvio Bessone","Trintade, Sao Tome",725,2011,"65%","Italy",3.25,"Forastero","Sao Tome",1,-1
"1462","Silvio Bessone","Bahia, Scavina",729,2011,"60%","Italy",3.25,"Trinitario","Brazil",5,-1
"1463","Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,"68%","Italy",3,"Criollo, Trinitario","Colombia",3,-1
"1464","Sirene","Wild Bolivia",1788,2016,"73%","Canada",3.5," ","Bolivia",1,1
"1465","Sirene","Kokoa Kamili Coop",1856,2016,"73%","Canada",3.5," ","Tanzania",3,1
"1466","Sirene","Esmeraldas, Salazar Farm",1860,2016,"73%","Canada",3.75," ","Ecuador",0,-1
"1467","Sirene","Somia Plantation, 2012",1502,2015,"100%","Canada",3,"Trinitario","Madagascar",4,-1
"1468","Sirene","Camino Verde P., Balao, Guayas, 2012",1506,2015,"100%","Canada",3," ","Ecuador",2,1
"1469","Sirene","Lachua w/ cane sugar",1614,2015,"73%","Canada",3," ","Guatemala",-1,-1
"1470","Sirene","Lachua w/ maple sugar, batch 5",1614,2015,"73%","Canada",3.25," ","Guatemala",1,0
"1471","Sirene","Pisa",1650,2015,"73%","Canada",3.25," ","Haiti",-1,-1
"1472","Sirene","Somia Plantation, 2012",1339,2014,"67%","Canada",3.75,"Trinitario","Madagascar",4,1
"1473","Sirene","Somia Plantation, 2012",1339,2014,"73%","Canada",3.75,"Trinitario","Madagascar",5,1
"1474","Sirene","Camino Verde P., Balao, Guayas",1343,2014,"73%","Canada",3.75," ","Ecuador",-1,0
"1475","Sjolinds","Ghana",1454,2015,"70%","U.S.A.",2.75,"Forastero","Ghana",4,-1
"1476","Sjolinds","Nicaragua",1462,2015,"72%","U.S.A.",3," ","Nicaragua",5,1
"1477","Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,"70%","Australia",3.5," ","Dominican Republic",2,1
"1478","Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,"70%","Australia",3.75,"Criollo","Venezuela",5,0
"1479","Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,"70%","Australia",4,"Criollo","Ecuador",1,1
"1480","Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,"70%","Australia",3.75," ","Belize",2,0
"1481","Smooth Chocolator, The","Tien Giang",1864,2016,"70%","Australia",3,"Trinitario","Vietnam",4,-1
"1482","Smooth Chocolator, The","Australia",1864,2016,"67%","Australia",3.75," ","Australia",4,0
"1483","Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,"70%","Australia",3.25," ","Guatemala",4,0
"1484","Smooth Chocolator, The","Akesson's Estate",1618,2015,"65%","Australia",3.25,"Trinitario","Madagascar",0,-1
"1485","Smooth Chocolator, The","Akesson's Estate",1622,2015,"70%","Australia",3.5,"Trinitario","Madagascar",-1,1
"1486","Smooth Chocolator, The","Kokoa Kamili",1622,2015,"67%","Australia",3.75," ","Tanzania",-1,1
"1487","Smooth Chocolator, The","San Juan Estate",1622,2015,"70%","Australia",3.75,"Trinitario","Trinidad",0,1
"1488","Smooth Chocolator, The","Camino Verde",1622,2015,"72%","Australia",4," ","Ecuador",-1,-1
"1489","Smooth Chocolator, The","Bolivia",1626,2015,"72%","Australia",2.75," ","Bolivia",1,1
"1490","Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,"65%","Australia",3.5," ","Papua New Guinea",2,0
"1491","Smooth Chocolator, The","Maranon, batch 2",1666,2015,"67%","Australia",3,"Forastero (Nacional)","Peru",4,-1
"1492","Smooth Chocolator, The","Chuao, batch 3",1666,2015,"70%","Australia",3.75,"Trinitario","Venezuela",0,-1
"1493","Snake & Butterfly","Ghana",693,2011,"67%","U.S.A.",1.5,"Forastero","Ghana",-1,-1
"1494","Snake & Butterfly","Madagascar",502,2010,"68%","U.S.A.",3,"Trinitario","Madagascar",4,-1
"1495","Snake & Butterfly","Ecuador",502,2010,"68%","U.S.A.",3.25," ","Ecuador",0,1
"1496","Sol Cacao","Ecuador, Batch 1",1812,2016,"70%","U.S.A.",3.5," ","Ecuador",1,0
"1497","Sol Cacao","Madagascar",1518,2015,"72%","U.S.A.",3,"Trinitario","Madagascar",4,-1
"1498","Solkiki","Maranon, Fortunato No. 4",1840,2016,"68%","U.K.",2.75,"Forastero (Nacional)","Peru",0,0
"1499","Solkiki","Castillo, Hispaniola, unroasted",1840,2016,"85%","U.K.",2.75," ","Domincan Republic",-1,0
"1500","Solomons Gold","Solomon Island",1792,2016,"70%","New Zealand",3.25," ","Solomon Islands",1,1
"1501","Solomons Gold","Solomon Island w/ nibs",1796,2016,"75%","New Zealand",3.25," ","Solomon Islands",3,1
"1502","Solstice","Bundibugyo",1335,2014,"70%","U.S.A.",3,"Forastero, Trinitario","Uganda",2,1
"1503","Solstice","Sambirano",1157,2013,"70%","U.S.A.",3,"Trinitario","Madagascar",1,-1
"1504","Solstice","Amazonas",1157,2013,"70%","U.S.A.",3," ","Venezuela",-1,1
"1505","Solstice","Bolivia",1161,2013,"70%","U.S.A.",3.25," ","Bolivia",4,-1
"1506","Solstice","San Martin",1161,2013,"70%","U.S.A.",3.25," ","Peru",3,1
"1507","Solstice","Wasatch",1161,2013,"70%","U.S.A.",3.5,"Blend"," ",-1,1
"1508","Soma","Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,"62%","Canada",3.5," ","Domincan Republic",3,1
"1509","Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,"70%","Canada",3.5,"Trinitario","Madagascar",4,1
"1510","Soma","Bahia Black, batch bra50722.1",1828,2016,"70%","Canada",3.5,"Forastero (Parazinho)","Brazil",1,-1
"1511","Soma","Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,"75%","Canada",3.75," ","Ven.,Ecu.,Peru,Nic.",2,0
"1512","Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,"70%","Canada",3.75,"Trinitario","Nicaragua",5,0
"1513","Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,"70%","Canada",4,"Trinitario","Vietnam",-1,-1
"1514","Soma","Camino Verde, Black S., batch cvu6030.0",1832,2016,"70%","Canada",3.25," ","Ecuador",2,1
"1515","Soma","CSB Chama",1594,2015,"70%","Canada",3.5,"Criollo","Venezuela",4,0
"1516","Soma","Porcelana",1594,2015,"75%","Canada",4," ","Venezuela",3,-1
"1517","Soma","La Tronca, Matagalpa",1227,2014,"70%","Canada",3.5," ","Nicaragua",4,0
"1518","Soma","Maranon Canyon",1259,2014,"70%","Canada",3.75,"Forastero (Nacional)","Peru",3,0
"1519","Soma","La Dalia",1307,2014,"70%","Canada",3.25,"Trinitario","Nicaragua",0,1
